category_id,center_x,center_y
0,726.8518190383911,561.9678268432617
0,262.7698745727539,613.6926002502441
0,58.5593147277832,431.8996353149414
0,378.4729919433594,634.8984031677246
0,207.81944942474365,896.6479511260986
0,700.2129192352295,789.3943519592285
0,765.6653022766113,755.7101650238037
0,654.417854309082,544.6198263168335
0,269.76070404052734,810.0520248413086
0,521.1820297241211,476.56397247314453
0,525.7491705417633,442.1840476989746
0,697.1940307617188,571.3468494415283
0,624.9577865600586,730.3008651733398
0,387.10894870758057,543.4661064147949
0,70.62564086914062,405.9666118621826
0,636.3507080078125,799.563533782959
0,117.2275390625,897.5478363037109
0,175.28170776367188,988.0152359008789
0,169.48558807373047,901.0101313591003
0,121.58842086791992,541.9469177722931
0,577.0489597320557,545.3051710128784
0,631.4498481750488,589.1440582275391
0,566.1669902801514,460.8889274597168
0,593.440393447876,843.5285797119141
0,61.11979675292969,1002.4726333618164
0,95.19004821777344,337.2492141723633
0,538.0761847496033,871.8232650756836
0,24.259553909301758,542.5412435531616
0,305.30464935302734,900.0980653762817
0,215.90700340270996,927.6194305419922
0,301.0948181152344,395.50969886779785
0,418.52363204956055,615.277717590332
0,662.8379821777344,573.6952514648438
0,126.1956787109375,356.60286712646484
0,91.01908493041992,592.3713912963867
0,211.98728847503662,485.33484649658203
0,537.8076980113983,736.7796974182129
0,380.6155700683594,888.5806121826172
0,302.873046875,846.1068420410156
0,284.97148513793945,719.3221054077148
0,797.4960479736328,730.8970642089844
0,178.0611114501953,360.36686992645264
0,657.343147277832,771.772144317627
0,10.277637362480164,585.380392074585
0,128.8431282043457,775.3032608032227
0,87.8244514465332,488.2392578125
0,569.7378520965576,504.6158142089844
0,677.9691314697266,744.0483360290527
0,66.53764915466309,967.518970489502
0,315.6000518798828,734.2771835327148
0,392.04437828063965,923.2720699310303
0,362.52727222442627,811.6258087158203
0,423.8742561340332,430.8050308227539
0,564.0509157180786,879.8171157836914
0,480.6840476989746,458.55906677246094
0,73.53411865234375,929.6250057220459
0,6.965089708566666,748.7242908477783
0,769.0981540679932,671.4159088134766
0,331.9150924682617,500.13855743408203
0,539.5046489238739,623.8115615844727
0,534.4052581787109,797.5047988891602
0,313.48534393310547,621.1192932128906
0,62.519622802734375,590.0098857879639
0,362.88176465034485,379.4933547973633
0,18.796660900115967,786.4882392883301
0,258.4908752441406,431.49238204956055
0,224.92000579833984,960.8533973693848
0,161.18809509277344,963.2061309814453
0,463.6206741333008,727.2262344360352
0,758.8398704528809,595.1788501739502
0,296.06809997558594,955.2992553710938
0,392.40046310424805,435.3340263366699
0,228.82142448425293,821.3897361755371
0,122.74899291992188,410.50268173217773
0,56.696693420410156,339.79945373535156
0,271.0119857788086,560.0106391906738
0,146.6116943359375,632.1279067993164
0,301.5849838256836,500.24346923828125
0,149.2916030883789,319.637939453125
0,567.8758754730225,641.8939514160156
0,198.73004150390625,650.6339263916016
0,219.74981498718262,308.0997543334961
0,9.603009760379791,437.8564643859863
0,263.6083984375,977.9583854675293
0,431.494930267334,824.4868507385254
0,434.77661895751953,925.7279376983643
0,581.9931678771973,813.0056915283203
0,313.03820037841797,537.0424171686172
0,464.2578773498535,493.2942810058594
0,6.1323113441467285,490.0507507324219
0,654.3879585266113,845.188720703125
0,460.8062057495117,782.975269317627
0,105.20767593383789,615.1499938964844
0,18.794077396392822,347.16455078125
0,352.1993637084961,436.62177658081055
0,40.12551307678223,727.7782144546509
0,312.5594787597656,785.4676246643066
0,348.88036346435547,911.8588180541992
0,245.55923461914062,380.66136932373047
0,420.0486087799072,453.6261901855469
0,368.61809158325195,588.6842784881592
0,19.194005489349365,933.3036670684814
0,474.56214141845703,903.8596315383911
0,39.48892402648926,325.07273864746094
0,212.4445743560791,571.5056457519531
0,491.3639450073242,585.9390087127686
0,130.3846092224121,818.345588684082
0,94.44706344604492,725.9607906341553
0,647.6793518066406,509.8804931640625
0,412.81961822509766,478.1390075683594
0,181.02377599477768,585.9935684204102
0,604.4862442016602,770.3260898590088
0,527.0652160644531,525.0575561523438
0,70.09329605102539,793.8524894714355
0,212.41971588134766,987.307201385498
0,500.34193420410156,774.1513996124268
0,662.9547386169434,631.0745124816895
0,395.89904022216797,400.64449310302734
0,144.68781280517578,997.5664482116699
0,200.82147026062012,744.0792770385742
0,136.44304656982422,939.3900413513184
0,635.8661460876465,714.7653033733368
0,6.430670313537121,383.6857376098633
0,720.8779172897339,585.4641933441162
0,240.7832374572754,774.9468269348145
0,276.3568801879883,752.9036865234375
0,709.9179697036743,831.1466407775879
0,356.7549819946289,506.39893341064453
0,204.46079921722412,709.3754887580872
0,324.0207748413086,355.2136535644531
0,78.06577682495117,540.5745730400085
0,387.2297019958496,726.3973846435547
0,263.0713081359863,355.7413330078125
0,339.74430084228516,831.6596832275391
0,269.8052978515625,909.4503173828125
0,517.658561706543,600.4131088256836
0,362.5181770324707,830.5659675598145
0,757.7956275939941,642.931770324707
0,191.84533405303955,402.2019748687744
0,463.6603202819824,438.5871925354004
0,26.474472045898438,1022.5421371459961
0,399.3419761657715,863.8102111816406
0,671.3204498291016,529.1975708007812
0,494.01390838623047,505.2437286376953
0,721.1375370025635,607.7262916564941
0,255.4499626159668,928.3986663818359
0,693.4979782104492,605.8518409729004
0,252.99153900146484,502.96041107177734
0,583.4879550933838,642.3846549987793
0,190.11016464233398,798.8368949890137
0,144.47521209716797,385.50994873046875
0,459.027645111084,903.2797775268555
0,97.67163848876953,835.6068496704102
0,701.440559387207,728.0586605072021
0,775.3027572631836,620.2001724243164
0,206.55110263824463,336.8862838745117
0,378.60009002685547,958.394588470459
0,77.59329223632812,369.88098907470703
0,730.8850193023682,758.9033699035645
0,294.1263732910156,365.24301981925964
0,705.2350463867188,649.9413223266602
0,181.58951568603516,641.1108627319336
0,889.0715789794922,701.064323425293
0,243.8064670562744,719.1010112762451
0,40.8372745513916,502.2151565551758
0,536.6548829078674,659.5901031494141
0,599.949836730957,737.9709014892578
0,456.2922668457031,853.568962097168
0,228.9497299194336,876.9903945922852
0,578.0806179046631,520.1921310424805
0,429.1414222717285,856.9158554077148
0,762.0672130584717,724.8019170761108
0,643.7831840515137,621.5947685241699
0,373.70306396484375,797.9742088317871
0,348.7228274345398,408.2079257965088
0,355.9007325768471,478.15918731689453
0,269.57190704345703,871.1199264526367
0,307.3805694580078,757.140193939209
0,377.8220977783203,698.7875366210938
0,277.89935302734375,342.1257781982422
0,463.12260818481445,642.5839729309082
0,267.6330451965332,533.9390605688095
0,475.1322708129883,655.8841133117676
0,127.06072235107422,477.39825439453125
0,709.4611055850983,663.802978515625
0,82.47686767578125,764.9669094085693
0,600.1576118469238,571.2399196624756
0,780.0320663452148,643.7822914123535
0,573.4622955322266,735.2574701309204
0,529.4623565673828,768.8370666503906
0,689.5656433105469,542.2085037231445
0,323.4929733276367,911.7426853179932
0,237.5703125,553.4408826828003
0,217.29242134094238,423.3609161376953
0,464.8664016723633,602.768627166748
0,604.7592124938965,618.4285125732422
0,553.7220439910889,766.5962142944336
0,659.9608459472656,725.3101778030396
0,438.39148712158203,433.19591903686523
0,167.40088653564453,534.5908635854721
0,105.77070999145508,386.3729362487793
0,320.15538787841797,858.3797912597656
0,445.16054916381836,433.09712982177734
0,141.44828033447266,551.6680841445923
0,229.9404354095459,330.6891784667969
0,616.7764587402344,754.659746170044
0,328.4314727783203,557.9508037567139
0,733.1573467254639,578.3521385192871
0,417.60338020324707,700.7443542480469
0,682.69287109375,670.4429244995117
0,428.2176170349121,782.5438804626465
0,485.06373596191406,622.0426559448242
0,788.1810646057129,760.4548110961914
0,106.84379959106445,280.93701171875
0,598.8477172851562,484.168270111084
0,355.2789535522461,714.3530042171478
0,236.99994277954102,421.69581604003906
0,337.42984771728516,938.9380512237549
0,162.2567901611328,606.2146263122559
0,376.6352300643921,416.2725296020508
0,154.88974380493164,720.6055908203125
0,280.7504577636719,898.5442142486572
0,91.44110488891602,442.3428497314453
0,710.986213684082,611.9076957702637
0,232.5177516937256,894.2438583374023
0,56.3769588470459,816.4800415039062
0,490.8772201538086,904.2264461517334
0,506.9292221069336,574.5202751159668
0,413.08924102783203,766.4721984863281
0,345.55706787109375,925.2271785736084
0,599.752197265625,802.4170837402344
0,534.3580322265625,894.9860992431641
0,516.17919921875,820.3172264099121
0,291.9213676452637,581.2529983520508
0,496.1917037963867,483.37007904052734
0,231.5426425933838,608.2163467407227
0,3.075609341263771,985.5489158630371
0,440.57781982421875,884.0279951095581
0,27.10063648223877,875.3287734985352
0,682.0843200683594,631.9738807678223
0,298.84007263183594,467.6650085449219
0,139.6794891357422,338.1346969604492
0,35.33584403991699,911.2792415618896
0,495.4859924316406,825.7174034118652
0,303.7129898071289,712.5286569595337
0,808.8323173522949,633.7254180908203
0,46.91146469116211,477.4508361816406
0,724.9491653442383,724.8627243041992
0,184.46529865264893,318.93243408203125
0,745.5132751464844,780.1587257385254
0,791.1293411254883,815.9519805908203
0,93.59127807617188,816.9777450561523
0,515.8594284057617,503.7418975830078
0,422.97586822509766,389.7023391723633
0,380.9629936218262,466.6714057922363
0,65.64280128479004,906.4405059814453
0,316.6758117675781,551.7051630020142
0,657.3015022277832,794.6909027099609
0,135.27600860595703,511.7085418701172
0,413.9057369232178,660.5507278442383
0,615.1375885009766,804.5308723449707
0,152.94561767578125,352.5617904663086
0,177.51651239395142,502.5252990722656
0,176.9419403076172,618.5949172973633
0,536.9737882614136,458.37506103515625
0,432.62434005737305,376.1262035369873
0,750.8085803985596,769.0941028594971
0,342.8992919921875,802.1926612854004
0,883.0387801900506,737.0190267562866
0,731.9119186401367,672.0114593505859
0,155.1846923828125,412.97940826416016
0,817.922607421875,743.7194747924805
0,305.2515525817871,378.72207260131836
0,489.31729888916016,853.7776794433594
0,649.2816848754883,860.8678588867188
0,577.3754768371582,603.9251708984375
0,882.8000236526132,658.3049926757812
0,472.1858024597168,823.770435333252
0,187.95608520507812,574.0940952301025
0,514.3300323486328,914.7180633544922
0,379.5750198364258,906.5364542007446
0,859.0488815307617,707.6321923956275
0,95.36974334716797,394.8652229309082
0,294.8949317932129,793.1582527160645
0,455.6861572265625,541.5531163215637
0,331.3984069824219,581.1513996124268
0,700.0912322998047,671.0985794067383
0,608.1601753234863,842.6941528320312
0,60.68041801452637,496.9986801147461
0,522.2166748046875,872.7406997680664
0,568.1094131469727,556.6435165405273
0,178.52336001768708,937.9061279296875
0,132.22625732421875,371.40388679504395
0,441.2196044921875,456.684871673584
0,522.2203598022461,786.8122749328613
0,596.5344753265381,883.2249920964241
0,485.46665954589844,884.9742202758789
0,229.24669647216797,442.1045951843262
0,247.43297576904297,970.6939353942871
0,207.4782943725586,451.11423110961914
0,34.59986114501953,745.3263702392578
0,54.162445068359375,850.0517196655273
0,720.7369246482849,628.1281509399414
0,157.22119140625,487.69493103027344
0,137.3417205810547,291.7507133483887
0,86.17870712280273,891.0939483642578
0,568.1253833770752,854.6569137573242
0,549.4386529922485,535.6151428222656
0,633.2380867004395,567.3011093139648
0,541.8369827270508,701.1625137329102
0,495.44937896728516,450.4790840148926
0,615.2879447937012,712.8640396595001
0,712.5434793233871,565.4014892578125
0,210.7407741546631,599.6406898498535
0,419.9883804321289,559.764030456543
0,102.3158073425293,461.7432441711426
0,654.0640830993652,830.2831497192383
0,334.4190216064453,725.9210510253906
0,78.09850311279297,295.11551666259766
0,702.8265075683594,761.9675178527832
0,243.6456356048584,729.2019691467285
0,78.69935989379883,617.9937629699707
0,290.38879776000977,627.1996040344238
0,393.64281463623047,963.0324935913086
0,540.5937118530273,578.9800434112549
0,513.2669906616211,422.008602142334
0,572.1649379730225,785.0138359069824
0,200.75233459472656,553.69140625
0,407.59752082824707,745.6542663574219
0,275.5762062072754,547.7431411743164
0,684.2480010986328,780.3797073364258
0,199.57067966461182,610.5417251586914
0,346.8461380004883,882.3035659790039
0,297.9774055480957,737.6587858200073
0,667.3122024536133,836.3170013427734
0,927.7935028076172,423.66472244262695
0,77.14389419555664,569.7759780883789
0,508.7692413330078,521.5839462280273
0,495.4286575317383,438.4609184265137
0,214.81365203857422,552.8728713989258
